Index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,clusters,cluster
8358,415000,2,1,910,3750,1,1904,98117,3,purple
8359,459000,4,2,2360,7080,1,1925,98126,3,purple
8360,354000,3,1,1130,11250,1,1965,98034,0,blush
8361,587000,3,2.5,2150,5193,2,1995,98033,3,purple
8362,782000,4,3.5,5270,53428,2,2004,98058,2,mauve
8363,570000,3,1.5,1300,7287,1,1965,98033,3,purple
8364,414500,3,1,1050,6002,1,1941,98115,3,purple
8365,185000,4,1,1380,6700,1,1928,98168,0,blush
8366,262500,3,1.5,1610,10291,1,1961,98022,0,blush
8367,370000,4,2.75,3150,67518,1,1965,98092,0,blush
8368,362500,3,1,1520,9507,1,1954,98125,0,blush
8369,536000,3,2.5,1990,7397,2,1993,98072,3,purple
8370,425000,5,2,2500,7804,1.5,1921,98146,3,purple
8371,435000,3,2.25,1890,7200,1,1973,98125,3,purple
8372,435000,5,2,1840,9240,1,1942,98133,3,purple
8373,400000,2,1,1220,6300,1,1942,98136,0,blush
8374,446000,2,1.5,1370,1221,2,2008,98122,3,purple
8375,1250000,3,2.5,2710,13120,1,1959,98105,1,pink
8376,300000,3,2.25,1760,5421,2,1991,98038,0,blush
8377,404500,2,1,800,5080,1,1938,98115,0,blush
8378,910000,4,2.5,3530,49222,2,1986,98072,2,mauve
8379,771000,3,2.25,1780,6120,1.5,1927,98122,2,mauve
8380,335000,4,2.5,2610,4781,2,2009,98001,0,blush
8381,390000,3,1.75,1850,15170,1,1965,98045,0,blush
8382,288000,3,2.25,1560,9706,1,1963,98002,0,blush
8383,403000,3,1.75,1270,10790,1,1956,98033,0,blush
8384,510000,3,2.25,1420,1309,3,2006,98103,3,purple
8385,751000,6,3,2880,6800,2,1980,98144,2,mauve
8386,408000,3,1,1420,8000,1,1950,98118,0,blush
8387,1014250,3,1,1640,12855,1.5,1920,98004,2,mauve
8388,575000,3,2,1730,9030,1,1956,98007,3,purple
8389,330000,3,1.75,1250,8100,1,1951,98146,0,blush
8390,565000,3,2.25,1520,1221,3,2013,98107,3,purple
8391,456000,3,2.5,1820,2935,2,1999,98074,3,purple
8392,652500,4,2.5,2700,9122,2,1990,98029,3,purple
8393,582000,3,1.75,1820,3140,2,1949,98136,3,purple
8394,700000,4,2.5,2770,5686,2,2004,98075,2,mauve
8395,235000,2,1,1270,9182,1.5,1917,98126,0,blush
8396,460000,3,1.75,1400,12155,1,1977,98075,3,purple
8397,475000,3,2.25,1820,8008,1,1981,98052,3,purple
8398,579000,2,2,1870,6275,1,2003,98053,3,purple
8399,507000,4,2,1360,2746,1.5,1945,98107,3,purple
8400,210000,3,2.5,1040,2643,2,2004,98118,0,blush
8401,359500,4,2.75,2140,10316,2,1993,98001,0,blush
8402,248000,3,1.75,1330,9831,1,1987,98001,0,blush
8403,239300,3,1,1070,5750,1,1952,98178,0,blush
8404,315000,3,2.25,1370,1533,3,2009,98133,0,blush
8405,970000,4,3,3510,12410,2,1976,98005,2,mauve
8406,510000,3,1.5,1730,6240,1,1954,98136,3,purple
8407,418000,4,1.5,1550,9176,1,1956,98008,3,purple
8408,699000,4,2.5,3280,27441,2,1996,98053,2,mauve
8409,871000,4,2.5,2150,8536,1,1967,98006,2,mauve
8410,515000,3,1.75,1580,9147,1,1967,98008,3,purple
8411,400000,3,1,1460,43000,1,1952,98166,0,blush
8412,445000,3,1.75,1410,5100,1,1954,98125,3,purple
8413,1110000,4,2.75,3090,6600,1,1956,98199,2,mauve
8414,212000,3,1.5,1690,9600,1,1976,98038,0,blush
8415,710000,4,2.5,2870,11304,2,1980,98006,2,mauve
8416,225800,4,1,1100,7110,1,1907,98030,0,blush
8417,520000,3,1.75,2310,36665,1,1983,98155,3,purple
8418,1295000,5,3.75,3490,15246,1,1968,98040,1,pink
8419,248000,4,2,2080,13510,1,1950,98178,0,blush
8420,556000,4,2.5,2230,7200,1,1957,98005,3,purple
8421,319950,5,1.75,1710,11900,1,1958,98146,0,blush
8422,320000,4,2.75,1640,3000,1,1984,98118,0,blush
8423,245000,3,2.5,1600,2788,2,1992,98031,0,blush
8424,700000,3,2.5,2850,36585,2,1987,98072,2,mauve
8425,628000,5,2.75,2600,8160,2,2015,98133,3,purple
8426,640000,3,2,1380,4800,1,1948,98199,3,purple
8427,420000,4,1.75,1320,4978,1,1942,98126,3,purple
8428,349950,3,2.5,1420,1162,3,2002,98103,0,blush
8429,307999,4,2.75,2420,8438,2,1996,98022,0,blush
8430,749950,4,2.75,2600,6050,2,1949,98116,2,mauve
8431,290000,2,1,840,3844,1,1919,98133,0,blush
8432,235000,3,1.75,1420,7920,1,1962,98092,0,blush
8433,225000,3,1,1790,6120,1,1937,98146,0,blush
8434,302100,3,1,1790,6120,1,1937,98146,0,blush
8435,520000,2,1,1340,6380,1,1939,98115,3,purple
8436,285000,2,1,1010,7200,1,1975,98155,0,blush
8437,525000,3,2,1640,15258,1,1981,98074,3,purple
8438,374900,5,2.75,2980,8500,1,1982,98032,0,blush
8439,377500,3,2,1370,7200,1,1926,98125,0,blush
8440,587450,3,2.25,2190,8775,1.5,1927,98125,3,purple
8441,245000,3,2.25,1530,12000,1,1979,98023,0,blush
8442,200000,3,2,1290,5757,1,1994,98092,0,blush
8443,2140000,4,3.75,5150,453895,2,1997,98053,1,pink
8444,607000,3,2.5,2470,9226,2,1991,98072,3,purple
8445,1247000,1,1.25,1810,5070,1.5,1967,98075,1,pink
8446,549950,4,2.5,2230,14694,1,1981,98074,3,purple
8447,250000,3,3,2300,7701,1,1960,98056,0,blush
8448,525000,3,2.5,2030,6970,2,1991,98029,3,purple
8449,440000,3,1.75,2000,9900,1,1957,98166,3,purple
8450,425000,3,2.75,3610,107386,1.5,1918,98023,3,purple
8451,739900,5,2.5,3290,5029,2,2004,98075,2,mauve
8452,315000,3,2,1300,3731,1,1993,98118,0,blush
8453,340000,5,1,1880,3774,1.5,1917,98126,0,blush
8454,366000,4,2.75,2170,9743,2,1995,98038,0,blush
8455,315000,3,1.75,1680,7250,1,1952,98133,0,blush
8456,299000,3,1.5,1190,9135,1,1959,98056,0,blush
8457,350000,2,1,940,5000,1,1950,98155,0,blush
8458,340000,2,1.75,1010,1461,1,2003,98199,0,blush
8459,460000,3,1.75,1290,8580,1,1962,98033,3,purple
8460,224000,3,1.5,1480,10588,1,1957,98002,0,blush
8461,140000,2,1,900,6400,1,1940,98118,0,blush
8462,246000,4,2,1400,7632,1.5,1930,98166,0,blush
8463,330000,3,2.5,2040,14071,2,1995,98019,0,blush
8464,306000,3,1,1450,7200,1,1969,98034,0,blush
8465,324950,3,1,1210,7440,1,1949,98155,0,blush
8466,345000,2,1.5,1800,26615,1,1987,98092,0,blush
8467,207000,3,1,1490,8995,1,1954,98168,0,blush
8468,238000,3,1,1240,5700,1.5,1953,98056,0,blush
8469,695000,3,2,2632,18743,2,2000,98070,2,mauve
8470,649950,3,2.5,2150,15304,2,1979,98006,3,purple
8471,515000,3,2.75,1710,9448,1,1947,98105,3,purple
8472,452000,3,2.5,1530,5032,2,1998,98103,3,purple
8473,236000,4,2.5,1630,3060,2,2003,98146,0,blush
8474,1285000,4,3.5,4080,14450,2,1998,98006,1,pink
8475,563000,3,2.75,2340,16500,1,1972,98075,3,purple
8476,410988,3,1.75,1000,14061,1,1967,98072,3,purple
8477,339950,0,2.5,2290,8319,2,1985,98042,0,blush
8478,1200000,4,2.5,3180,13118,2,1986,98040,1,pink
8479,340000,4,2.5,2170,19785,2,1992,98031,0,blush
8480,808100,4,3.25,3020,13457,1,1956,98133,2,mauve
8481,236000,3,1.75,1330,6301,1,1998,98002,0,blush
8482,330000,4,1.75,1720,8300,1,1965,98055,0,blush
8483,799990,4,3.5,2540,5808,2,1910,98117,2,mauve
8484,240000,0,2.5,1810,5669,2,2003,98038,0,blush
8485,343000,3,1,1410,18600,1,1960,98059,0,blush
8486,332000,3,2.5,1530,9406,1,1993,98059,0,blush
8487,945000,5,3.5,4380,14925,2,2003,98075,2,mauve
8488,239950,3,1,1140,8366,1,1943,98058,0,blush
8489,674000,5,1.75,2110,5000,1.5,1946,98115,3,purple
8490,200000,3,1,1050,5000,1,1967,98056,0,blush
8491,453000,3,1.75,1600,7232,1,1966,98008,3,purple
8492,330000,3,1.75,1430,8865,1,1950,98125,0,blush
8493,285000,4,2.5,1996,4547,2,2009,98042,0,blush
8494,338000,4,1.75,1530,8152,1,1948,98155,0,blush
8495,264950,2,1,1000,6000,1,1951,98126,0,blush
8496,880000,4,2,2530,10800,1,1954,98040,2,mauve
8497,209500,3,1.5,970,5488,1,1976,98106,0,blush
8498,380000,4,2.5,2400,9398,1,1958,98056,0,blush
8499,336500,3,2,1830,12891,1,1994,98031,0,blush
8500,360000,3,2.25,2130,8466,1,1983,98055,0,blush
8501,911100,4,3.25,3330,33826,2,1924,98155,2,mauve
8502,249900,2,1,560,7560,1,1944,98126,0,blush
8503,175000,4,1,1210,6250,1,1962,98168,0,blush
8504,549950,3,2.5,2380,2500,3,1988,98126,3,purple
8505,225000,3,1.75,1370,10866,1,1945,98052,0,blush
8506,270000,3,1.75,1370,10866,1,1945,98052,0,blush
8507,400000,3,2.25,1740,11040,2,1980,98028,0,blush
8508,299800,2,1,790,5240,1,1925,98118,0,blush
8509,555000,3,2.5,2480,8676,2,1989,98056,3,purple
8510,230000,3,2.5,1920,9180,2,1988,98055,0,blush
8511,360000,4,2.5,2750,6259,2,2002,98092,0,blush
8512,415000,2,1,880,3200,1,1910,98199,3,purple
8513,355000,4,1.75,2160,8000,1,1976,98023,0,blush
8514,635000,4,2.5,2570,27972,2,1997,98053,3,purple
8515,353000,5,2.75,2130,5000,1,1978,98118,0,blush
8516,999000,7,4,3150,34830,1,1957,98007,2,mauve
8517,265000,3,1.5,1780,10196,1,1967,98001,0,blush
8518,250000,4,1.75,1910,8250,1,1959,98008,0,blush
8519,225000,2,1,1170,7142,1,1951,98155,0,blush
8520,553000,2,1,900,5000,1,1944,98117,3,purple
8521,565000,5,2.5,2650,11455,1,1961,98008,3,purple
8522,312000,2,1,1170,5150,1,1907,98118,0,blush
8523,475000,3,2.5,2630,185130,2,1991,98014,3,purple
8524,320000,4,2.75,2150,9163,1,1992,98003,0,blush
8525,453000,3,2,1430,9583,1,1964,98034,3,purple
8526,320000,3,1,960,6180,1,1910,98118,0,blush
8527,610000,4,2.75,2640,8400,1,1947,98144,3,purple
8528,385000,3,1.5,1490,9630,1,1959,98028,0,blush
8529,215000,3,1.75,1210,8075,1,1983,98001,0,blush
8530,215000,4,1.5,1860,5040,1.5,1920,98022,0,blush
8531,415000,3,2.5,1980,4274,2,2003,98028,3,purple
8532,350000,1,1,900,6380,1,1947,98125,0,blush
8533,395000,1,1,900,6380,1,1947,98125,0,blush
8534,898000,2,1.75,1490,9874,1,1963,98004,2,mauve
8535,480000,3,2.5,2980,7338,2,2006,98055,3,purple
8536,1240000,3,2.5,2660,1973,3,2007,98119,1,pink
8537,599000,4,2.5,2790,230868,2,1989,98077,3,purple
8538,770000,4,3,2800,9127,2,1999,98074,2,mauve
8539,1208000,3,2.25,1590,8520,2,1980,98004,1,pink
8540,1590000,4,2.25,3240,11131,1,1953,98004,1,pink
8541,880000,3,2,2130,35169,1,1989,98072,2,mauve
8542,332000,3,2,1510,7884,1,1942,98166,0,blush
8543,445000,3,1.75,1750,7200,1,1966,98008,3,purple
8544,849000,4,2.75,4010,87555,2,2004,98038,2,mauve
8545,752000,4,1.5,1650,2970,1.5,1903,98102,2,mauve
8546,450000,9,7.5,4050,6504,2,1996,98144,3,purple
8547,420000,3,1,1320,5500,1,1955,98116,3,purple
8548,330000,4,2.5,2310,6320,2,1997,98092,0,blush
8549,409000,3,1.75,1440,9065,1,1972,98133,0,blush
8550,350000,5,1.75,2330,14322,1,1968,98059,0,blush
8551,570000,4,2.5,2430,44001,1,1994,98019,3,purple
8552,315000,3,1,1390,8333,1,1982,98155,0,blush
8553,224000,2,1,1150,15000,1,1930,98168,0,blush
8554,293550,4,1.75,2120,9706,1,1965,98168,0,blush
8555,350000,4,2.75,2300,3175,1.5,1966,98144,0,blush
8556,1108000,4,2.5,3320,9380,2,1988,98006,2,mauve
8557,442500,4,2.5,2400,7092,2,1997,98133,3,purple
8558,616500,3,2.5,3580,118047,1,1992,98027,3,purple
8559,506400,3,2.5,2100,9040,1,1989,98056,3,purple
8560,324000,3,2.25,1550,4411,2,2001,98019,0,blush
8561,169000,3,1.5,1570,6450,1.5,1931,98022,0,blush
8562,595000,3,2,1480,5000,1,1928,98117,3,purple
8563,299900,3,2.5,2720,6014,2,2002,98092,0,blush
8564,332000,3,2.25,2270,8876,1,1977,98058,0,blush
8565,432000,4,1.75,2410,8400,1,1978,98011,3,purple
8566,510000,4,2.75,2730,9112,1,1996,98198,3,purple
8567,270000,3,2.5,1540,7739,2,1986,98030,0,blush
8568,750000,5,2.5,3120,15593,2,1986,98074,2,mauve
8569,509250,2,1.5,1480,3120,1,1914,98105,3,purple
8570,189000,3,1,860,5200,1,1969,98042,0,blush
8571,726500,4,2.5,2180,3893,2,1999,98117,2,mauve
8572,287000,3,2,1300,11374,1.5,1933,98168,0,blush
8573,679000,4,3.5,3420,49223,2,2004,98010,2,mauve
8574,316000,3,2.25,2130,8721,1,1987,98031,0,blush
8575,498000,4,2.5,2300,22445,2,1992,98014,3,purple
8576,448000,4,1.75,2560,8270,1,1979,98072,3,purple
8577,535000,2,1,1040,5527,1,1951,98115,3,purple
8578,560000,4,3,3080,9601,2,1990,98003,3,purple
8579,437850,4,2.25,2670,14255,1,1975,98006,3,purple
8580,435000,4,2.75,3270,50994,2,1983,98042,3,purple
8581,510000,4,2.5,2610,8031,2,1998,98155,3,purple
8582,520000,3,2.5,2460,54885,2,1980,98059,3,purple
8583,509000,2,1.5,1930,3521,2,1989,98007,3,purple
8584,575000,3,1,1220,5652,1,1905,98116,3,purple
8585,365000,4,2.5,2030,7210,1,1969,98059,0,blush
8586,795000,3,2,2420,17859,1,1979,98034,2,mauve
8587,285000,3,2.5,1870,4060,2,2005,98042,0,blush
8588,955000,3,2.25,3020,43560,2,1969,98005,2,mauve
8589,775000,4,2.5,2880,8400,2,1955,98177,2,mauve
8590,400000,4,3,1810,5012,2,1997,98108,0,blush
8591,570000,4,2.5,2590,8483,2,1991,98011,3,purple
8592,955990,5,3.25,3830,6507,2,2014,98053,2,mauve
8593,1150000,3,2.25,3250,34848,1,2006,98005,1,pink
8594,459950,4,2,2760,21465,1,1979,98042,3,purple
8595,245000,2,1.75,1220,8382,1,1942,98146,0,blush
8596,281000,3,1.5,1280,974,3,2003,98125,0,blush
8597,205000,3,0.75,770,7000,1,1942,98024,0,blush
8598,290000,3,1.75,1520,15090,1,1968,98038,0,blush
8599,635000,4,2.5,2080,11176,1,1954,98125,3,purple
8600,310000,1,1,570,6000,1,1918,98136,0,blush
8601,470000,4,2,1500,3659,1,1906,98122,3,purple
8602,600000,2,2.5,2510,14878,2,1990,98011,3,purple
8603,279000,4,2,1980,10051,1,1969,98092,0,blush
8604,538500,3,3.5,2500,4270,2,2000,98065,3,purple
8605,594950,4,2.5,2720,10006,2,1989,98074,3,purple
8606,533050,2,1,910,295772,1,1953,98042,3,purple
8607,510000,3,1.75,1480,7040,1,1974,98033,3,purple
8608,360000,4,2.25,2470,8686,1,1974,98058,0,blush
8609,435000,2,1,1650,5106,1,1960,98115,3,purple
8610,559000,3,1.75,1700,6500,1,1967,98115,3,purple
8611,645000,2,1.5,1995,115670,1.5,1991,98070,3,purple
8612,340000,2,1,1280,9690,1,1919,98118,0,blush
8613,565000,4,2.5,2980,10459,2,2001,98019,3,purple
8614,575700,3,1.75,1730,6130,1,1941,98115,3,purple
8615,1010000,3,3.25,2420,1923,2,2006,98109,2,mauve
8616,540500,3,2,2800,185130,1,1996,98038,3,purple
8617,265000,5,4,1400,8580,1,1954,98188,0,blush
8618,699950,4,2,2070,7830,1,1941,98125,2,mauve
8619,355000,1,1.75,750,20339,1,1946,98059,0,blush
8620,381000,3,1.5,1460,11407,1,1954,98155,0,blush
8621,564000,5,2.25,2140,8700,1,1962,98115,3,purple
8622,114975,2,1,740,6250,1,1942,98146,0,blush
8623,325000,1,0.75,410,8636,1,1953,98146,0,blush
8624,299990,2,1,1570,125452,1,1953,98022,0,blush
8625,751000,5,2.75,2860,5280,2,2006,98052,2,mauve
8626,425000,3,2.25,1400,6970,2,1984,98006,3,purple
8627,665000,3,1.75,2700,5040,1,1947,98144,3,purple
8628,833450,5,4,4460,269345,2,1996,98027,2,mauve
8629,575000,7,1.5,2670,11250,1.5,1948,98133,3,purple
8630,190000,3,1.75,1520,9600,1,1967,98059,0,blush
8631,314950,3,1.75,1520,9600,1,1967,98059,0,blush
8632,601150,2,2,1660,5200,1,1906,98103,3,purple
8633,315000,2,1,860,8308,1,1948,98146,0,blush
8634,545000,2,1.5,2340,13380,1,1954,98146,3,purple
8635,565000,4,2.25,2110,10698,2,1979,98027,3,purple
8636,175000,3,1,1010,7034,1,1954,98055,0,blush
8637,530000,3,2,2330,26571,2.5,1987,98005,3,purple
8638,4489000,4,3,6430,27517,2,2001,98004,4,dark purple
8639,430000,3,1.75,1610,7900,1,1960,98177,3,purple
8640,225000,3,1.75,1460,8372,1,1981,98042,0,blush
8641,312000,5,4,2900,9779,2,1937,98168,0,blush
8642,380000,3,1,1260,7980,1,1951,98177,0,blush
8643,222200,2,1,1210,10000,1,1953,98148,0,blush
8644,1438890,5,3.5,3420,8000,2,2006,98040,1,pink
8645,329950,4,2.5,2120,4558,2,2002,98038,0,blush
8646,995000,3,2.5,2460,10300,1,1992,98117,2,mauve
8647,929950,3,3.5,3790,10829,2,1993,98027,2,mauve
8648,692000,4,2.5,2350,9779,1,1987,98074,2,mauve
8649,402000,2,1,620,2475,1,1911,98107,0,blush
8650,510000,3,1.75,1920,43560,1,1962,98074,3,purple
8651,249000,3,1,1050,8498,1,1959,98031,0,blush
8652,244900,3,1.5,1360,9980,1,1966,98031,0,blush
8653,289900,3,1,1180,7068,1,1944,98178,0,blush
8654,552500,4,1,1560,7980,1,1939,98146,3,purple
8655,760000,4,2.5,3300,165528,2,1984,98077,2,mauve
8656,440000,2,2.75,1100,1088,2,2006,98102,3,purple
8657,286000,3,1.75,1770,9000,1,1954,98168,0,blush
8658,260000,3,1,1200,4592,1,1950,98106,0,blush
8659,355000,2,2.25,1330,10838,2,1985,98028,0,blush
8660,318000,3,1.75,1570,12506,1,1959,98003,0,blush
8661,255000,2,1,1610,19965,1,1952,98168,0,blush
8662,139000,3,1,1100,17334,1,1978,98001,0,blush
8663,485000,4,2.25,1810,7068,2,1976,98034,3,purple
8664,549950,3,1.75,2930,266587,2,1995,98014,3,purple
8665,588000,3,1.5,1780,4200,1.5,1916,98103,3,purple
8666,975000,3,2.5,3050,7410,1.5,1950,98115,2,mauve
8667,402000,3,2,1540,1827,2,2005,98029,0,blush
8668,245000,3,1,1380,9875,1,1959,98168,0,blush
8669,445000,3,1.75,1890,32340,1.5,1976,98070,3,purple
8670,195000,3,1.75,1570,8459,1,1991,98022,0,blush
8671,385000,5,2,2540,11750,1,1962,98155,0,blush
8672,450000,3,1.5,1520,7903,1,1955,98006,3,purple
8673,1090000,4,2.5,2780,6837,2,2004,98033,2,mauve
8674,396675,2,1,1730,6375,2,1945,98126,0,blush
8675,242000,5,2.25,2340,7494,1,1951,98188,0,blush
8676,380000,3,1.75,1300,12378,1,1943,98045,0,blush
8677,496000,2,1,1420,4635,2,1941,98115,3,purple
8678,399950,3,2.5,1470,4488,2,1980,98034,0,blush
8679,895000,4,2.5,2850,8526,2,1998,98033,2,mauve
8680,690000,3,2,2360,6149,2,1926,98136,2,mauve
8681,270000,3,1.5,1610,8375,2,1927,98155,0,blush
8682,349900,3,2,2420,38781,1,1949,98027,0,blush
8683,454280,3,2.5,1470,1741,2,2004,98029,3,purple
8684,390000,3,2.5,1410,26375,1,1992,98077,0,blush
8685,275000,3,1.75,1840,14005,1,1983,98023,0,blush
8686,300000,4,2.5,2450,8932,2,1990,98023,0,blush
8687,700000,3,1.75,1500,6000,1,1940,98199,2,mauve
8688,520000,3,1.75,2080,6609,1,1950,98115,3,purple
8689,715000,3,2.5,2770,39529,2,1987,98053,2,mauve
8690,404000,3,2.5,2370,4324,2,2006,98038,0,blush
8691,490500,3,2,3000,21883,2,1998,98011,3,purple
8692,1485000,6,2.75,4430,6440,2,1964,98118,1,pink
8693,557800,4,1.75,1550,6000,1,1944,98199,3,purple
8694,571000,4,2.25,2290,9900,1,1959,98166,3,purple
8695,410000,4,2.5,2560,4020,2,2006,98038,3,purple
8696,225000,3,1.5,1240,5506,1,1971,98118,0,blush
8697,700000,4,2.5,2590,4498,2,2004,98052,2,mauve
8698,500000,3,1,1370,3500,1.5,1905,98103,3,purple
8699,536500,2,2,1360,1860,1,1925,98107,3,purple
8700,330000,3,2.5,2060,25046,1,1980,98022,0,blush
8701,249950,3,1.75,1120,15210,1,1976,98042,0,blush
8702,249000,4,1.75,1630,8410,1.5,1943,98188,0,blush
8703,249000,3,1.75,1590,7535,1.5,1909,98032,0,blush
8704,780000,4,1.75,2480,9195,1,1950,98004,2,mauve
8705,1200000,4,2.5,2700,4275,2,2004,98115,1,pink
8706,434500,3,1.75,1930,7210,1,1975,98072,3,purple
8707,590000,4,2,2490,339332,1,2002,98022,3,purple
8708,417200,2,1,1000,4000,1,1910,98107,3,purple
8709,649990,4,2.25,2130,11900,2,1976,98074,3,purple
8710,506000,2,1,1060,3588,1,1926,98107,3,purple
8711,348000,3,2.5,1730,4004,2,1999,98148,0,blush
8712,301000,4,2.5,2810,6146,2,1998,98031,0,blush
8713,427550,2,1,880,4000,1,1940,98117,3,purple
8714,361000,3,1,1040,6720,1.5,1951,98155,0,blush
8715,460000,2,2.5,1830,8107,1,1946,98125,3,purple
8716,958000,4,3.5,1800,6400,2,1984,98112,2,mauve
8717,445000,5,1.75,2460,6846,1.5,1911,98108,3,purple
8718,373000,3,2.5,1670,3565,2,1999,98072,0,blush
8719,525000,4,2.25,2660,7957,1,1977,98011,3,purple
8720,364988,3,2.5,2850,12593,2,1997,98023,0,blush
8721,324000,2,1,820,8370,1,1941,98177,0,blush
8722,625000,4,3,2350,5627,1,1960,98118,3,purple
8723,237500,3,1.75,1480,7830,1,1980,98022,0,blush
8724,429300,6,2.25,2930,15949,1,1965,98034,3,purple
8725,155000,3,1,1250,6250,1,1949,98108,0,blush
8726,614000,4,2.75,2760,8160,1.5,1940,98177,3,purple
8727,650000,3,2.5,2380,3332,2,2014,98034,3,purple
8728,625000,3,2,1730,12219,1,1986,98004,3,purple
8729,587100,3,2.25,1670,6414,1,1961,98117,3,purple
8730,380000,4,2.5,2150,37647,2,1991,98042,0,blush
8731,479500,2,1,930,5760,1,1917,98118,3,purple
8732,382888,1,1,620,2380,1,1900,98115,0,blush
8733,540000,4,4.25,1960,3565,2,1940,98116,3,purple
8734,691000,4,2.75,2550,8632,1,1972,98033,2,mauve
8735,760500,3,2,1990,3990,1,1912,98103,2,mauve
8736,685000,4,2.5,3550,10968,2,2006,98065,2,mauve
8737,199129,3,1,860,33664,1,1955,98001,0,blush
8738,335000,3,3,2031,7702,2,1988,98023,0,blush
8739,305100,3,2,1590,35988,1,1974,98058,0,blush
8740,830000,4,2.25,3010,12202,1,1959,98005,2,mauve
8741,810000,3,2.5,2610,8481,2,1993,98006,2,mauve
8742,500000,3,2.25,1440,15661,1,1988,98074,3,purple
8743,490000,3,1.75,1920,5405,1,1947,98126,3,purple
8744,490000,2,1.75,1670,4200,2,1912,98116,3,purple
8745,272000,4,1.75,1390,10660,1,1960,98198,0,blush
8746,280000,3,2.25,2140,7200,2,1979,98031,0,blush
8747,233000,3,1,1250,6180,1.5,1955,98155,0,blush
8748,275000,3,1,1080,6000,1,1952,98133,0,blush
8749,375000,3,3.25,2760,6420,2,1991,98031,0,blush
8750,445000,3,2.75,2180,3703,2,2004,98011,3,purple
8751,437500,3,2.5,1260,1125,3,2002,98107,3,purple
8752,426250,4,1,1610,6000,1.5,1905,98118,3,purple
8753,358000,3,1.5,2450,12497,1,1967,98065,0,blush
8754,1175000,4,3.5,4150,49503,2,2003,98053,1,pink
8755,305000,2,1,960,8276,1,1939,98027,0,blush
8756,415000,2,1.75,1340,4664,1,2004,98053,3,purple
8757,520000,11,3,3000,4960,2,1918,98106,3,purple
8758,733000,4,3.5,3080,5974,2,2003,98075,2,mauve
8759,411500,3,1,1130,8159,1,1954,98133,3,purple
8760,540000,3,1.75,2280,16671,1.5,1909,98034,3,purple
8761,270500,3,1.5,1952,8613,1,1960,98032,0,blush
8762,422250,2,1.5,1280,1256,2,1998,98107,3,purple
8763,655000,5,3.25,3690,12353,2,1977,98155,3,purple
8764,1200000,5,3.25,4610,10576,2,2006,98027,1,pink
8765,550000,3,2.5,2920,169448,2.5,1990,98022,3,purple
8766,460000,2,2.25,1230,929,2,2004,98122,3,purple
8767,159075,4,1.5,1580,6200,1,1944,98178,0,blush
8768,470000,2,1,1220,4000,1.5,1908,98103,3,purple
8769,235000,2,1,1020,7920,1,1939,98108,0,blush
8770,309950,2,1.5,1510,9843,1,1961,98188,0,blush
8771,433000,4,1.75,1830,9600,1,1966,98006,3,purple
8772,895000,3,2.5,2750,10000,1,1967,98006,2,mauve
8773,291000,3,1.5,1860,60960,1,1967,98042,0,blush
8774,835000,3,2.5,2720,13124,2,1988,98052,2,mauve
8775,640000,2,1,1360,5000,1,1936,98199,3,purple
8776,438000,3,2.25,2340,14279,1,1965,98006,3,purple
8777,540000,4,2.5,2600,9935,2,2005,98059,3,purple
8778,325000,4,2.5,2090,7434,1,1993,98146,0,blush
8779,380000,4,1.75,2260,7200,1.5,1924,98056,0,blush
8780,510000,2,1,1390,5544,1,1947,98105,3,purple
8781,380000,4,2.5,2300,7707,2,2004,98038,0,blush
8782,825000,4,2.5,2810,9800,1,1973,98006,2,mauve
8783,880000,4,3.25,4060,52707,2,1996,98077,2,mauve
8784,1800000,3,3,2790,13295,2,1933,98006,1,pink
8785,790000,3,1,1290,6380,1.5,1930,98115,2,mauve
8786,287000,2,1.5,720,4346,1,1942,98106,0,blush
8787,509000,3,3,2130,5000,1.5,1913,98118,3,purple
8788,270000,3,2.25,1750,8400,1,1965,98188,0,blush
8789,210000,3,2,960,9380,1,1949,98146,0,blush
8790,415000,3,1,1570,11752,1.5,1930,98133,3,purple
8791,550000,3,2.5,3070,14400,1,1985,98198,3,purple
8792,1250000,4,2.5,2920,5500,1,1957,98199,1,pink
8793,499950,3,1,1870,4984,1,1955,98116,3,purple
8794,659000,3,1.5,1540,5040,2,1907,98122,3,purple
8795,265000,2,1.5,1440,22081,2,1990,98019,0,blush
8796,492000,4,3.75,2810,10840,2,1994,98045,3,purple
8797,715000,4,2.5,2450,7700,1,1958,98040,2,mauve
8798,175000,2,1,1330,28270,1.5,1925,98168,0,blush
8799,975000,4,3.5,3130,52322,2,2011,98005,2,mauve
8800,306950,1,1,730,5005,1,1945,98117,0,blush
8801,630000,4,2,2480,3680,1.5,1916,98116,3,purple
8802,367500,3,1,1270,8792,1,1969,98056,0,blush
8803,699950,3,3.25,2230,5460,1,1977,98136,2,mauve
8804,1000000,3,3,2880,3750,2,1909,98122,2,mauve
8805,285000,4,2.5,2434,4400,2,2007,98001,0,blush
8806,215000,2,1.5,1120,1312,2,2004,98106,0,blush
8807,1050000,4,2.5,4080,11054,2,2001,98059,2,mauve
8808,1370000,4,2.75,3720,9450,1,1962,98006,1,pink
8809,235000,3,1,1430,7599,1.5,1930,98168,0,blush
8810,604000,3,2,1560,2589,1,1923,98103,3,purple
8811,750000,3,1.75,1700,8400,1,1947,98199,2,mauve
